identif,genero,idade,concelho,lat,lon,dieta_saudavel,carne_branca,carne_vermelha,leite,ovos,sobras,cereais,leguminosas,vegetais,frutas,snacks,take_away,jantar_fora,compra_frutas,onde_compra,como_desloca,considera_que_tem_diversidade,perto_longe,alteracoes_climaticas,mudar_habitos,o_que_bloqueia,autosuficiencia,politicas,fao1,fao2,rendimento,instrucao,situacao_prof,saude,score_proteina,score_fruta,score_processados,score_sustentabilidade,dieta_percecionada,score_geral,FID,CreationDate,Creator,EditDate,Editor,GlobalID,x,y
669849,Homem,69,cantanhede,40.354959512,-8.637342443,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,"Todos os dias, várias vezes",Algumas vezes por semana,Nunca,Ocasionalmente no mês,Uma vez por semana,mercado,carro,Sim,,Não,Não mudou,1,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Não,1,4,2,4,4,2.75,1684,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6c7b2af4-04c3-46db-9e09-b8a3acaf0ee5,-8.637342443,40.354959512
669851,Mulher,24,agueda,40.586011654,-8.3956404,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Todos os dias,Algumas vezes por semana,mercado,carro,Sim,,Sim,"Não mudou, mas consideraria mudar",2,Sim,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,2,2,4,2.5,1685,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,f1a0fa6e-1701-4712-9c53-90a31d8f1868,-8.3956404,40.586011654
669892,Mulher,65,esposende,41.546945648,-8.757994864,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Nunca,Nunca,Algumas vezes por semana,supermercado,carro,Não,,Sim,Não mudou,1,Não,Sim,Sim,Sim,É muito difícil viver com o rendimento atual,Instrução primária completa,Empregado(a),Não,5,5,5,2,5,4.25,1686,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ee75b229-be38-49db-9476-fd8d0853cc7b,-8.757994864,41.546945648
669923,Homem,21,torres novas,39.505551369,-8.550816788,Todos os dias,Uma vez por dia,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Nunca,Algumas vezes por semana,Algumas vezes por semana,mercearia,carro,Sim,,Não,"Não mudou, mas consideraria mudar",3,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Não,1,1,3,3,5,2,1687,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3d5f24fe-d98c-4d19-8c58-ab4a5e04eb41,-8.550816788,39.505551369
669929,Mulher,81,tomar,39.602903799,-8.386754106,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,"Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Nunca,Algumas vezes por semana,supermercado,a pé,Não,,Sim,Não mudou,1,Não,Sim,Sim,Sim,É difícil viver com o rendimento atual,Instrução primária incompleta / analfabeto,Reformado(a),Sim,3,4,4,3,5,3.5,1688,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b2dd11c1-ad44-4e27-b739-a1313da7db48,-8.386754106,39.602903799
669950,Mulher,24,coimbra,40.216154074,-8.446176762,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,supermercado,carro,Sim,,Sim,Sim,2,Não,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,1,1,4,2,1689,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a8bbd5c4-d689-4f31-ac30-645125e1df7b,-8.446176762,40.216154074
669990,Homem,35,batalha,39.637054822,-8.765540783,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por semana,Uma vez por dia,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Sim,,Não,Não mudou,3,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Não,2,1,2,1,4,1.5,1690,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2e2e300f-d607-4384-bb33-61dac6027fa8,-8.765540783,39.637054822
669993,Mulher,48,aveiro,40.642197468,-8.628289547,Algumas vezes por semana,Algumas vezes por semana,Nunca,Nunca,Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Nunca,Ocasionalmente no mês,Algumas vezes por semana,grandes superficies,carro,Não,,Não,Sim,1,Não,Sim,Não,Não,É difícil viver com o rendimento atual,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Sim,5,5,3,2,4,3.75,1691,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3469261a-65ca-4aa0-ab97-46c3df47fc8c,-8.628289547,40.642197468
670006,Mulher,67,viseu,40.68803513,-7.905588342,Todos os dias,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,Ocasionalmente no mês,grandes superficies,carro,Sim,,Não,Não mudou,2,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Reformado(a),Não,2,5,4,1,5,3,1692,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7d2779e8-f8af-403a-8e86-e31a143abd12,-7.905588342,40.68803513
670040,Mulher,32,sever do vouga,40.724097253,-8.352013927,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Uma vez por dia,Uma vez por dia,,Algumas vezes por semana,,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,mercearia,carro,Sim,,Não,Não mudou,4,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,5,3,2,4,4,3.5,1693,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,53d97efa-3e0a-43b4-b4fa-24c14dc237a0,-8.352013927,40.724097253
670057,Mulher,40,figueira da foz,40.168891578,-8.808752659,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Uma vez por dia,Uma vez por dia,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Sim,Sim,5,Sim,Sim,Sim,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,5,4,4,1,4,3.5,1694,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,be1649ac-7e8e-48be-b7cc-a773315a775b,-8.808752659,40.168891578
670059,Mulher,80,coimbra,40.216154074,-8.446176762,Todos os dias,Algumas vezes por semana,Uma vez por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Nunca,Ocasionalmente no mês,Nunca,outro,outro,Sim,,Não,Não mudou,1,Sim,Não,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Sim,5,5,5,3,5,4.5,1695,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,021cf703-6c7c-4f36-9fee-16ea41c163a1,-8.446176762,40.216154074
670098,Homem,37,pacos de ferreira,41.288515044,-8.380008154,Todos os dias,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Sim,,Não,Não mudou,2,Sim,Sim,Não,Não,É difícil viver com o rendimento atual,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,5,2,1,5,2.25,1696,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,d23a2f7e-2d0b-4636-840a-e94fe07ad847,-8.380008154,41.288515044
670114,Mulher,42,agueda,40.586011654,-8.3956404,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Uma vez por dia,Uma vez por semana,,Uma vez por dia,,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Nunca,Nunca,Algumas vezes por semana,supermercado,a pé,Não,,Ns/Nr,Sim,1,Sim,Sim,Sim,Sim,É difícil viver com o rendimento atual,12º ano (ensino secundário),Reformado(a),Sim,5,3,3,3,4,3.5,1697,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8a2ba22f-a914-490d-aac8-36174a7fc192,-8.3956404,40.586011654
670138,Mulher,24,portimao,37.191560411,-8.583047033,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,supermercado,carro,Sim,,Sim,Não mudou,4,Sim,Sim,Não,Não,Não sabe,12º ano (ensino secundário),Estudante,Não,2,1,2,1,4,1.5,1698,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,eb7d175a-06f1-4d34-abe8-c9d185d6bc89,-8.583047033,37.191560411
670139,Homem,24,lisboa,38.7376745,-9.15677179,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Nunca,Todos os dias,Uma vez por semana,supermercado,carro,Sim,,Sim,"Não mudou, mas consideraria mudar",2,Não,Não,Não,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,2,2,2,1,3,1.75,1699,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,d2761001-12df-4fba-affd-3d5580787965,-9.15677179,38.7376745
670156,Homem,22,estremoz,38.845462258,-7.613676392,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,Todos os dias,mercado,carro,Não,,Sim,Sim,4,Sim,Sim,Não,Não,Não sabe,12º ano (ensino secundário),Estudante,Não,1,5,4,3,4,3.25,1700,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ae8a1a8a-d438-4d94-9f34-97465338703c,-7.613676392,38.845462258
670511,Homem,24,maia,41.244909683,-8.601340889,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Ocasionalmente no mês,"Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Não,Não mudou,2,Sim,Sim,Não,Sim,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,3,1,4,1,4,2.25,1701,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,bb01de78-5662-47d8-b5a4-f8655557486b,-8.601340889,41.244909683
670577,Homem,70,figueira de castelo rodrigo,40.884468026,-6.959414187,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Nunca,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Não,Não mudou,2,Não sei,Sim,Sim,Sim,É difícil viver com o rendimento atual,9º ano (antigo 5º ano),Reformado(a),Sim,2,5,2,1,5,2.5,1702,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5ebc5a76-7869-458c-9f53-9eb7437d38bb,-6.959414187,40.884468026
670596,Mulher,24,covilha,40.256714674,-7.562608742,Todos os dias,Uma vez por dia,Ocasionalmente no mês,"Todos os dias, várias vezes",Uma vez por dia,,Ocasionalmente no mês,,Uma vez por dia,"Todos os dias, várias vezes",Ocasionalmente no mês,Uma vez por semana,Algumas vezes por semana,Todos os dias,directamente ao produtor,transporte público,Sim,,Sim,Não mudou,1,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Sim,1,4,4,3,5,3,1703,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,58a1b544-6738-4195-b3f3-2a0fd6d46d6e,-7.562608742,40.256714674
670617,Homem,71,lisboa,38.7376745,-9.15677179,Todos os dias,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,mercado,carro,Sim,,Sim,Sim,4,Sim,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Não,5,3,2,2,5,3,1704,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5bc00531-2ddb-4aa5-be0e-b45456d3a680,-9.15677179,38.7376745
,,,aguiar da beira,40.781165869,-7.528389281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1705,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,492080e4-4aef-4c02-b69e-2e510a1957ce,-7.528389281,40.781165869
,,,alandroal,38.615770181,-7.382895416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1706,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8ecbc506-fb6a-4f0a-953d-846b65c8bc39,-7.382895416,38.615770181
,,,alcoutim,37.419818562,-7.651956193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1707,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,47fab99a-20f2-411a-ab7d-3f107c18a31e,-7.651956193,37.419818562
,,,alfandega da fe,41.349849801,-6.951122696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1708,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ea68feb5-cde6-40cb-9c60-1525c670c6ea,-6.951122696,41.349849801
,,,aljezur,37.297205571,-8.800849904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1709,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,60d12143-09d6-4119-8f0a-74d60886f842,-8.800849904,37.297205571
,,,almodovar,37.474990452,-8.084469508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1710,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ef555762-e198-4a0b-96a1-18a3dc5ace7d,-8.084469508,37.474990452
,,,alter do chao,39.212976211,-7.724888486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1711,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,0440d82d-51f5-453d-b64e-fbc898cf10e0,-7.724888486,39.212976211
,,,alvito,38.244057708,-8.041495544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1712,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,01d037be-dadb-4d81-aff3-59fad820947e,-8.041495544,38.244057708
,,,ansiao,39.934160382,-8.438678407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1713,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b74c21f8-9215-47a7-bb7e-8a84cb5d1904,-8.438678407,39.934160382
,,,arcos de valdevez,41.902859762,-8.364518105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1714,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4e5aa27f-7d5d-4a31-af77-c70174c9931f,-8.364518105,41.902859762
,,,arronches,39.116863388,-7.243346647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1715,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8de1de45-6225-4e65-a7db-6c9df8160cc1,-7.243346647,39.116863388
,,,barrancos,38.148188296,-7.052187884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1716,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5d041cac-9b8d-434c-8e3c-98fdf0e03f17,-7.052187884,38.148188296
,,,boticas,41.675947773,-7.734017247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1717,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,73be191e-c151-4c7b-815c-150224f76154,-7.734017247,41.675947773
,,,carrazeda de ansiaes,41.228026822,-7.308029649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1718,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8f3a7de9-aac0-4274-b827-1db59e47806e,-7.308029649,41.228026822
,,,castro daire,40.912891324,-7.932917299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1719,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2061dc8a-57a4-4499-bc3c-910cbd3190d6,-7.932917299,40.912891324
,,,castro verde,37.704698801,-8.028288419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1720,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1526c422-85e6-49a7-9a4e-8170f4d304d7,-8.028288419,37.704698801
,,,celorico da beira,40.622305038,-7.384944381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1721,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1ca0a23b-5cc8-4fb4-b37c-c54b09127854,-7.384944381,40.622305038
,,,cuba,38.192756537,-7.913508367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1722,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ee05d199-0dbb-4a2f-86b6-92cc860bfc1f,-7.913508367,38.192756537
,,,fronteira,39.076012014,-7.626642813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1723,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3ecf0943-689d-488d-8aa6-538bafb640f4,-7.626642813,39.076012014
,,,idanha_a_nova,39.90028534,-7.113038337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1724,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1343fdc1-beca-4a1b-af4e-1dd402cbb448,-7.113038337,39.90028534
,,,ilhavo,40.60617125,-8.699872289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1725,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,e709c52e-635a-4f96-a805-d37512ddbbc7,-8.699872289,40.60617125
,,,lagoa,37.125741005,-8.453277153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1726,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4e4ebafa-3897-472b-b32b-3583f586c46e,-8.453277153,37.125741005
,,,manteigas,40.391144258,-7.52005856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1727,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4b858ade-be54-4a66-a827-ecd807ac93a5,-7.52005856,40.391144258
,,,marvao,39.405308602,-7.362796161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1728,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5bf46c91-4d74-4f0a-adda-5c7162b5b728,-7.362796161,39.405308602
,,,melgaco,42.049627531,-8.213314411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1729,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,13f19727-3822-4fdd-8dee-76246459b284,-8.213314411,42.049627531
,,,mertola,37.646790141,-7.706563439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1730,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5989de36-5977-4cd6-bece-a948408471ea,-7.706563439,37.646790141
,,,mesao frio,41.163917735,-7.871007545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1731,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6eef1f0a-56ac-4468-98a5-f29a5e31fb03,-7.871007545,41.163917735
,,,mira,40.433072696,-8.754722282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1732,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a357d723-3dfb-4389-b89b-25aeea784a78,-8.754722282,40.433072696
,,,moimenta da beira,40.964268009,-7.638576074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1733,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2fe33b0d-814e-4792-bb03-33f2c24e8592,-7.638576074,40.964268009
,,,monchique,37.316169975,-8.591693236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1734,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b5fe1a5d-f34f-4b1f-b86d-8b5343d4d38c,-8.591693236,37.316169975
